0,#,FORM,LEMMA,GRAM,COMMENT,CHECKED,CONTEXT,RIGHT1,RIGHT2,RIGHT3,RIGHT4,RIGHT5,RIGHT6,POS,AUTO_LEMMA,AUTO_GRAM,
11804,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11805,,я,Я,SPRO sg 1p - nom,,,"Ну вот , _я_ щас",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
11806,"<distinct form=""",,,,,,,,,,,,,,,,
11807,<dist>,щас,,,,,,,,,,,,,,,
11808,""">",,,,,,,,,,,,,,,,
11809,,сейчас,СЕЙЧАС,ADV -,,,щас _сейчас_ наверное не,с,а,ч,й,е,с,ADV,СЕЙЧАС,ADV -,С
11810,</distinct>,,,,,,,,,,,,,,,,
11811,,наверное,НАВЕРНОЕ!,PARENTH,,,"сейчас _наверное_ не вспомню ,",е,о,н,р,е,в,ADV,НАВЕРНОЕ,ADV -,Е
11812,,не,НЕ,PART,,,"сейчас наверное _не_ вспомню , я",е,н,,,,,PART,НЕ,PART,Е
11813,,вспомню,ВСПОМНИТЬ,V pf fut sg indic - 1p,,,"наверное не _вспомню_ , я наверняка",ю,н,м,о,п,с,V,ВСПОМНИТЬ,V pf fut sg indic - 1p,Ь
11814,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11815,,я,Я,SPRO sg 1p - nom,,,"не вспомню , _я_ наверняка вспомню",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
11816,,наверняка,НАВЕРНЯКА!,PART,,,"вспомню , я _наверняка_ вспомню тока",а,к,я,н,р,е,ADV,НАВЕРНЯКА,ADV -,А
11817,,вспомню,ВСПОМНИТЬ,V pf fut sg indic - 1p,,,", я наверняка _вспомню_ тока",ю,н,м,о,п,с,V,ВСПОМНИТЬ,V pf fut sg indic - 1p,Ь
11818,"<distinct form=""",,,,,,,,,,,,,,,,
11819,<dist>,тока,,,,,,,,,,,,,,,
11820,""">",,,,,,,,,,,,,,,,
11821,,только,ТОЛЬКО,PART,,,тока _только_ какие-нибудь мелочи,о,к,ь,л,о,т,PART,ТОЛЬКО,PART,О
11822,</distinct>,,,,,,,,,,,,,,,,
11823,,какие-нибудь,КАКОЙ-НИБУДЬ!,APRO - acc pl plen - -,,,только _какие-нибудь_ мелочи .,ь,д,у,б,и,н,APRO,КАКОЙ-НИБУДЬ,A - nom pl plen - -,Ь
11824,,мелочи,МЕЛОЧЬ!,S f inan acc pl,,,только какие-нибудь _мелочи_ .,и,ч,о,л,е,м,S,МЕЛОЧЬ,S f inan nom pl,Ь
11825,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
11826,,,,,,,,,,,,,,,,,
11827,# sent = 863,,,,,,,,,,,,,,,,
11828,,То есть,То есть,CONJ,,,. _То есть_ ничего такого значительного,ь,т,с,е,,о,CONJ,То есть,ADV -,ь
11829,,ничего,НИЧТО,SPRO n inan gen sg,,,То есть _ничего_ такого значительного .,о,г,е,ч,и,н,SPRO,НИЧТО,S n - gen sg,О
11830,,такого,ТАКОЙ!,APRO - gen sg plen n -,,,То есть ничего _такого_ значительного .,о,г,о,к,а,т,APRO,ТАКОЙ,A - gen sg plen m -,Й
11831,,значительного,ЗНАЧИТЕЛЬНЫЙ,A - gen sg plen n -,,,То есть ничего такого _значительного_ .,о,г,о,н,ь,л,A,ЗНАЧИТЕЛЬНЫЙ,A - gen sg plen n -,Й
11832,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
11833,,,,,,,,,,,,,,,,,
11834,# sent = 864,,,,,,,,,,,,,,,,
11835,# speaker = В,,,,,,,,,,,,,,,,
11836,# sent = 865,,,,,,,,,,,,,,,,
11837,,Ну,НУ,PART,,,"_Ну_ хорошо , вот",у,н,,,,,PART,НУ,PART,У
11838,,хорошо,ХОРОШО!,PRAEDIC,,,"Ну _хорошо_ , вот ты",о,ш,о,р,о,х,PART,ХОРОШО,PART,О
11839,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11840,,вот,ВОТ,PART,,,"Ну хорошо , _вот_ ты упомянула эзотерическую",т,о,в,,,,PART,ВОТ,PART,Т
11841,,ты,ТЫ,SPRO sg 2p - nom,,,"хорошо , вот _ты_ упомянула эзотерическую часть",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
11842,,упомянула,УПОМЯНУТЬ,V pf praet sg indic f -,,,", вот ты _упомянула_ эзотерическую часть ,",а,л,у,н,я,м,V,УПОМЯНУТЬ,V pf praet sg indic f -,Ь
11843,,эзотерическую,ЭЗОТЕРИЧЕСКИЙ,A - acc sg plen f -,,,"вот ты упомянула _эзотерическую_ часть , расскажи",ю,у,к,с,е,ч,A,ЭЗОТЕРИЧЕСКИЙ,A - acc sg plen f -,Й
11844,,часть,ЧАСТЬ!,S f inan acc sg,,,"ты упомянула эзотерическую _часть_ , расскажи тогда",ь,т,с,а,ч,,S,ЧАСТЬ,S f inan nom sg,Ь
11845,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11846,,расскажи,РАССКАЗАТЬ,V pf - sg imper - 2p,,,"эзотерическую часть , _расскажи_ тогда прооо",и,ж,а,к,с,с,V,РАССКАЗАТЬ,V pf - sg imper - 2p,Ь
11847,,тогда,ТОГДА!,ADVPRO -,,,"часть , расскажи _тогда_ прооо",а,д,г,о,т,,ADV,ТОГДА,ADV -,А
11848,"<distinct form=""",,,,,,,,,,,,,,,,
11849,<dist>,прооо,,,,,,,,,,,,,,,
11850,""">",,,,,,,,,,,,,,,,
11851,,про,ПРО,PR,,,прооо _про_ викканство что-нибудь,о,р,п,,,,PR,ПРО,PR,О
11852,</distinct>,,,,,,,,,,,,,,,,
11853,,викканство,ВИККАНСТВО,S n inan acc sg,,,про _викканство_ что-нибудь интересное .,о,в,т,с,н,а,S,ВИККАНСТВО,S f inan nom sg,О
11854,,что-нибудь,ЧТО-НИБУДЬ!,SPRO n inan acc sg,,,про викканство _что-нибудь_ интересное .,ь,д,у,б,и,н,SPRO,ЧТО-НИБУДЬ,S n - nom sg,Ь
11855,,интересное,ИНТЕРЕСНЫЙ!,A - acc sg plen n -,,,викканство что-нибудь _интересное_ .,е,о,н,с,е,р,A,ИНТЕРЕСНЫЙ,A - nom sg plen n -,Й
11856,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
11857,,,,,,,,,,,,,,,,,
11858,# sent = 866,,,,,,,,,,,,,,,,
11859,# speaker = Полина,,,,,,,,,,,,,,,,
11860,# sent = 867,,,,,,,,,,,,,,,,
11861,,Ну,НУ,PART,,,_Ну_ во-первых не викканство,у,н,,,,,PART,НУ,PART,У
11862,,во-первых,ВО-ПЕРВЫХ!,PARENTH,,,"Ну _во-первых_ не викканство ,",х,ы,в,р,е,п,ADV,ВО-ПЕРВЫХ,ADV -,Х
11863,,не,НЕ,PART,,,"Ну во-первых _не_ викканство , а",е,н,,,,,PART,НЕ,PART,Е
11864,,викканство,ВИККАНСТВО,S n inan acc sg,,,"Ну во-первых не _викканство_ , а викка",о,в,т,с,н,а,S,ВИККАНСТВО,S n inan acc sg,О
11865,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11866,,а,А,CONJ,,,"не викканство , _а_ викка ...",а,,,,,,CONJ,А,CONJ,А
11867,,викка,ВИККА!,S f inan nom sg,,,"викканство , а _викка_ ...",а,к,к,и,в,,S,ВИККА,S f anim nom sg,А
11868,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
11869,,,,,,,,,,,,,,,,,
11870,# sent = 868,,,,,,,,,,,,,,,,
11871,,Аааа,АААА,INTJ,,,"... _Аааа_ , хах ...",а,а,а,а,,,INTJ,АААА,S m anim nonflex -,А
11872,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11873,,хах,ХАХ!,INTJ,,,"Аааа , _хах_ ...",х,а,х,,,,S,ХАХ,S m anim nom sg,Х
11874,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
11875,,,,,,,,,,,,,,,,,
11876,# sent = 869,,,,,,,,,,,,,,,,
11877,"<distinct form=""",,,,,,,,,,,,,,,,
11878,<dist>,Нооо,,,,,,,,,,,,,,,
11879,""">",,,,,,,,,,,,,,,,
11880,,Но,НО,CONJ,,,Нооо _Но_ это на,о,н,,,,,CONJ,НО,CONJ,О
11881,</distinct>,,,,,,,,,,,,,,,,
11882,,это,ЭТО,SPRO n - nom sg,,,Но _это_ на самом деле,о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
11883,,на,НА,PR,,,Но это _на_ самом деле тоже,а,н,,,,,PR,НА,PR,А
11884,,самом,САМЫЙ!,APRO - loc sg plen n -,,,это на _самом_ деле тоже,м,о,м,а,с,,A,САМЫЙ,A - loc sg plen n -,Й
11885,,деле,ДЕЛО,S n inan loc sg,,,это на самом _деле_ тоже ра,е,л,е,д,,,S,ДЕЛО,S n inan loc sg,О
11886,,тоже,ТОЖЕ,PART,,,на самом деле _тоже_ ра,е,ж,о,т,,,PART,ТОЖЕ,PART,Е
11887,"<distinct form=""",,,,,,,,,,,,,,,,
11888,<dist>,ра,,,,,,,,,,,,,,,
11889,""">",,,,,,,,,,,,,,,,
11890,,расхождение,РАСХОЖДЕНИЕ,S n inan nom sg,,,"ра _расхождение_ , расхождение",е,и,н,е,д,ж,S,РАСХОЖДЕНИЕ,S n inan nom sg,Е
11891,</distinct>,,,,,,,,,,,,,,,,
11892,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11893,,расхождение,РАСХОЖДЕНИЕ,S n inan nom sg,,,"расхождение , _расхождение_ значений от",е,и,н,е,д,ж,S,РАСХОЖДЕНИЕ,S n inan nom sg,Е
11894,,значений,ЗНАЧЕНИЕ,S n inan gen pl,,,", расхождение _значений_ от перево",й,и,н,е,ч,а,S,ЗНАЧЕНИЕ,S n inan gen pl,Е
11895,,от,ОТ,PR,,,", расхождение значений _от_ перево",т,о,,,,,PR,ОТ,PR,Т
11896,"<distinct form=""",,,,,,,,,,,,,,,,
11897,<dist>,перево,,,,,,,,,,,,,,,
11898,""">",,,,,,,,,,,,,,,,
11899,,перевода,ПЕРЕВОД,S m inan gen sg,,,перево _перевода_ ... от,а,д,о,в,е,р,S,ПЕРЕВОД,S m inan gen sg,Д
11900,</distinct>,,,,,,,,,,,,,,,,
11901,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
11902,,от,ОТ,PR,,,перевода ... _от_ ... в,т,о,,,,,PR,ОТ,PR,Т
11903,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
11904,,в,В,PR,,,... от ... _в_ зависи,в,,,,,,PR,В,S - - nonflex -,В
11905,"<distinct form=""",,,,,,,,,,,,,,,,
11906,<dist>,зависи,,,,,,,,,,,,,,,
11907,""">",,,,,,,,,,,,,,,,
11908,,зависимости,ЗАВИСИМОСТЬ,S f inan gen sg,,,"зависи _зависимости_ , в",и,т,с,о,м,и,S,ЗАВИСИМОСТЬ,S f inan gen sg,Ь
11909,</distinct>,,,,,,,,,,,,,,,,
11910,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11911,,в,В,PR,,,"зависимости , _в_ зависимости от перевода",в,,,,,,PR,В,PR,В
11912,,зависимости,ЗАВИСИМОСТЬ,S f inan loc sg,,,", в _зависимости_ от перевода ,",и,т,с,о,м,и,S,ЗАВИСИМОСТЬ,S f inan loc sg,Ь
11913,,от,ОТ,PR,,,", в зависимости _от_ перевода , потому что",т,о,,,,,PR,ОТ,PR,Т
11914,,перевода,ПЕРЕВОД,S m inan gen sg,,,"в зависимости от _перевода_ , потому что иногда",а,д,о,в,е,р,S,ПЕРЕВОД,S m inan gen sg,Д
11915,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11916,,потому что,потому что,CONJ,,,"от перевода , _потому что_ иногда вообще чуть",о,т,ч,,у,м,CONJ,потому что,CONJ,о
11917,,иногда,ИНОГДА,ADV -,,,"перевода , потому что _иногда_ вообще чуть ли",а,д,г,о,н,и,ADV,ИНОГДА,ADV -,А
11918,,вообще,ВООБЩЕ,ADV -,,,", потому что иногда _вообще_ чуть ли не",е,щ,б,о,о,в,ADV,ВООБЩЕ,ADV -,Е
11919,,чуть,ЧУТЬ,ADV -,,,потому что иногда вообще _чуть_ ли не орден,ь,т,у,ч,,,ADV,ЧУТЬ,ADV -,Ь
11920,,ли,ЛИ,PART,,,иногда вообще чуть _ли_ не орден Уиккена,и,л,,,,,PART,ЛИ,PART,И
11921,,не,НЕ,PART,,,вообще чуть ли _не_ орден Уиккена это,е,н,,,,,PART,НЕ,PART,Е
11922,,орден,ОРДЕН!,S m inan nom sg,,,чуть ли не _орден_ Уиккена это называют,н,е,д,р,о,,S,ОРДЕН,S m inan acc sg,Н
11923,,Уиккена,УИККЕН!,S m anim acc sg,famn,,"ли не орден _Уиккена_ это называют ,",а,н,е,к,к,и,S,УИККЕН,S m anim nom sg,Н
11924,,это,ЭТО,SPRO n - acc sg,,,"не орден Уиккена _это_ называют , и",о,т,э,,,,SPRO,ЭТО,S n inan acc sg,О
11925,,называют,НАЗЫВАТЬ,V ipf praes pl indic - 3p,,,"орден Уиккена это _называют_ , и вообще",т,ю,а,в,ы,з,V,НАЗЫВАТЬ,V ipf praes pl indic - 3p,Ь
11926,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11927,,и,И,CONJ,,,"это называют , _и_ вообще , и",и,,,,,,CONJ,И,CONJ,И
11928,,вообще,ВООБЩЕ,ADV -,,,"называют , и _вообще_ , и другими",е,щ,б,о,о,в,ADV,ВООБЩЕ,ADV -,Е
11929,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11930,,и,И,CONJ,,,"и вообще , _и_ другими страшными словами",и,,,,,,CONJ,И,CONJ,И
11931,,другими,ДРУГОЙ!,APRO - ins pl plen - -,,,"вообще , и _другими_ страшными словами .",и,м,и,г,у,р,A,ДРУГОЙ,A - ins pl plen - -,Й
11932,,страшными,СТРАШНЫЙ,A - ins pl plen - -,,,", и другими _страшными_ словами .",и,м,ы,н,ш,а,A,СТРАШНЫЙ,A - ins pl plen - -,Й
11933,,словами,СЛОВО,S n inan ins pl,,,и другими страшными _словами_ .,и,м,а,в,о,л,S,СЛОВО,S n inan ins pl,О
11934,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
11935,,,,,,,,,,,,,,,,,
11936,# sent = 870,,,,,,,,,,,,,,,,
11937,,Ааа,ААА,INTJ,,,". _Ааа_ , суть викки",а,а,а,,,,INTJ,ААА,S m inan nonflex -,А
11938,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11939,,суть,СУТЬ,S f inan nom sg,,,"Ааа , _суть_ викки в том",ь,т,у,с,,,S,СУТЬ,S f inan nom sg,Ь
11940,,викки,ВИККА!,S f inan gen sg,,,"Ааа , суть _викки_ в том ,",и,к,к,и,в,,S,ВИККИ,S - anim nonflex -,И
11941,,в,В,PR,,,", суть викки _в_ том , что",в,,,,,,PR,В,PR,В
11942,,том,ТО,SPRO n - loc sg,,,"суть викки в _том_ , что ты",м,о,т,,,,SPRO,ТО,S n - loc sg,О
11943,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11944,,что,ЧТО,CONJ,,,"в том , _что_ ты можешь делать",о,т,ч,,,,CONJ,ЧТО,CONJ,О
11945,,ты,ТЫ,SPRO sg 2p - nom,,,"том , что _ты_ можешь делать все",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
11946,,можешь,МОЧЬ,V ipf praes sg indic - 2p,,,", что ты _можешь_ делать все ,",ь,ш,е,ж,о,м,V,МОЧЬ,V ipf praes sg indic - 2p,Ь
11947,,делать,ДЕЛАТЬ,V ipf - - inf - -,,,"что ты можешь _делать_ все , что",ь,т,а,л,е,д,V,ДЕЛАТЬ,V ipf - - inf - -,Ь
11948,,все,ВСЕ!,SPRO acc sg n,,,"ты можешь делать _все_ , что угодно",е,с,в,,,,S,ВСЕ,S - - acc pl,Е
11949,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11950,,что,ЧТО,CONJ,,,"делать все , _что_ угодно , если",о,т,ч,,,,CONJ,ЧТО,CONJ,О
11951,,угодно,УГОДНО,PART,,,"все , что _угодно_ , если ты",о,н,д,о,г,у,PART,УГОДНО,PART,О
11952,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11953,,если,ЕСЛИ,CONJ,,,"что угодно , _если_ ты никому не",и,л,с,е,,,CONJ,ЕСЛИ,CONJ,И
11954,,ты,ТЫ,SPRO sg 2p - nom,,,"угодно , если _ты_ никому не вредишь",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
11955,,никому,НИКТО,SPRO m - dat sg,,,", если ты _никому_ не вредишь .",у,м,о,к,и,н,S,НИКТО,S m - dat sg,О
11956,,не,НЕ,PART,,,если ты никому _не_ вредишь .,е,н,,,,,PART,НЕ,PART,Е
11957,,вредишь,ВРЕДИТЬ,V ipf praes sg indic - 2p,,,ты никому не _вредишь_ .,ь,ш,и,д,е,р,V,ВРЕДИТЬ,V ipf praes sg indic - 2p,Ь
11958,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
11959,,,,,,,,,,,,,,,,,
11960,# sent = 871,,,,,,,,,,,,,,,,
11961,,То есть,То есть,CONJ,,,". _То есть_ , ааа ,",ь,т,с,е,,о,CONJ,То есть,ADV -,ь
11962,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11963,,ааа,ААА,INTJ,,,"То есть , _ааа_ , нету",а,а,а,,,,INTJ,ААА,INTJ,А
11964,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11965,"<distinct form=""",,,,,,,,,,,,,,,,
11966,<dist>,нету,,,,,,,,,,,,,,,
11967,""">",,,,,,,,,,,,,,,,
11968,,нет,НЕТ,PART,,,нету _нет_ четкой концепции,т,е,н,,,,PART,НЕТ,PART,Т
11969,</distinct>,,,,,,,,,,,,,,,,
11970,,четкой,ЧЕТКИЙ!,A - gen sg plen f -,,,нет _четкой_ концепции что грешно,й,о,к,т,е,ч,A,ЧЕТКИЙ,A - loc sg plen f -,Й
11971,,концепции,КОНЦЕПЦИЯ,S f inan gen sg,,,"нет четкой _концепции_ что грешно ,",и,и,ц,п,е,ц,S,КОНЦЕПЦИЯ,S f inan gen sg,Я
11972,,что,ЧТО,CONJ,,,"четкой концепции _что_ грешно , а",о,т,ч,,,,CONJ,ЧТО,CONJ,О
11973,,грешно,ГРЕШНО,ADV -,,,"четкой концепции что _грешно_ , а что",о,н,ш,е,р,г,ADV,ГРЕШНО,ADV -,О
11974,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11975,,а,А,CONJ,,,"что грешно , _а_ что не грешно",а,,,,,,CONJ,А,CONJ,А
11976,,что,ЧТО,SPRO n inan nom sg,,,"грешно , а _что_ не грешно ,",о,т,ч,,,,SPRO,ЧТО,S n - nom sg,О
11977,,не,НЕ,PART,,,", а что _не_ грешно , как бы",е,н,,,,,PART,НЕ,PART,Е
11978,,грешно,ГРЕШНО,ADV -,,,"а что не _грешно_ , как бы хорошо",о,н,ш,е,р,г,ADV,ГРЕШНО,ADV -,О
11979,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11980,,как бы,как бы,PART,,,"не грешно , _как бы_ хорошо все ,",ы,б,,к,а,к,PART,как бы,ADV -,ы
11981,,хорошо,ХОРОШО!,PRAEDIC,,,"грешно , как бы _хорошо_ все , что",о,ш,о,р,о,х,A,ХОРОШИЙ,A - - sg brev n -,Й
11982,,все,ВСЕ!,SPRO nom sg n,,,", как бы хорошо _все_ , что доставляет",е,с,в,,,,S,ВСЕ,S - - acc pl,Е
11983,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11984,,что,ЧТО,CONJ,,,"хорошо все , _что_ доставляет тебе удовольствие",о,т,ч,,,,CONJ,ЧТО,CONJ,О
11985,,доставляет,ДОСТАВЛЯТЬ,V ipf praes sg indic - 3p,,,"все , что _доставляет_ тебе удовольствие ,",т,е,я,л,в,а,V,ДОСТАВЛЯТЬ,V ipf praes sg indic - 3p,Ь
11986,,тебе,ТЫ,SPRO sg 2p - dat,,,", что доставляет _тебе_ удовольствие , хорошо",е,б,е,т,,,SPRO,ТЫ,SPRO sg 2p - dat,Ы
11987,,удовольствие,УДОВОЛЬСТВИЕ,S n inan acc sg,,,"что доставляет тебе _удовольствие_ , хорошо все",е,и,в,т,с,ь,S,УДОВОЛЬСТВИЕ,S n inan acc sg,Е
11988,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11989,,хорошо,ХОРОШО!,PRAEDIC,,,"тебе удовольствие , _хорошо_ все , что",о,ш,о,р,о,х,ADV,ХОРОШО,ADV -,О
11990,,все,ВСЕ!,SPRO nom sg n,,,"удовольствие , хорошо _все_ , что тебя",е,с,в,,,,S,ВСЕ,S - - acc pl,Е
11991,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11992,,что,ЧТО,CONJ,,,"хорошо все , _что_ тебя радует ,",о,т,ч,,,,CONJ,ЧТО,CONJ,О
11993,,тебя,ТЫ,SPRO sg 2p - acc,,,"все , что _тебя_ радует ,",я,б,е,т,,,SPRO,ТЫ,SPRO sg 2p - acc,Ы
11994,,радует,РАДОВАТЬ,V ipf praes sg indic - 3p,,,", что тебя _радует_ , нету",т,е,у,д,а,р,V,РАДОВАТЬ,V ipf praes sg indic - 3p,Ь
11995,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11996,"<distinct form=""",,,,,,,,,,,,,,,,
11997,<dist>,нету,,,,,,,,,,,,,,,
11998,""">",,,,,,,,,,,,,,,,
11999,,нет,НЕТ,PART,,,"нету _нет_ , ааам",т,е,н,,,,PART,НЕТ,PART,Т
12000,</distinct>,,,,,,,,,,,,,,,,
12001,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12002,,ааам,АААМ,INTJ,,,"нет , _ааам_ , вот этого",м,а,а,а,,,INTJ,АААМ,S m inan acc sg,М
12003,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12004,,вот,ВОТ,PART,,,", ааам , _вот_ этого вот",т,о,в,,,,PART,ВОТ,PART,Т
12005,,этого,ЭТО!,APRO - gen sg plen m inan,,,"ааам , вот _этого_ вот аспе",о,г,о,т,э,,APRO,ЭТО,S n - gen sg,О
12006,,вот,ВОТ,PART,,,", вот этого _вот_ аспе",т,о,в,,,,PART,ВОТ,PART,Т
12007,"<distinct form=""",,,,,,,,,,,,,,,,
12008,<dist>,аспе,,,,,,,,,,,,,,,
12009,""">",,,,,,,,,,,,,,,,
12010,,аспекта,АСПЕКТ,S m inan gen sg,,,"аспе _аспекта_ , христианского",а,т,к,е,п,с,S,АСПЕКТ,S m inan gen sg,Т
12011,</distinct>,,,,,,,,,,,,,,,,
12012,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12013,,христианского,ХРИСТИАНСКИЙ,A - gen sg plen m -,,,"аспекта , _христианского_ аспекта насчет того",о,г,о,к,с,н,A,ХРИСТИАНСКИЙ,A - gen sg plen m -,Й
12014,,аспекта,АСПЕКТ,S m inan gen sg,,,", христианского _аспекта_ насчет того ,",а,т,к,е,п,с,S,АСПЕКТ,S m inan gen sg,Т
12015,,насчет,НАСЧЕТ,PR,,,", христианского аспекта _насчет_ того , что",т,е,ч,с,а,н,PR,НАСЧЕТ,PR,Т
12016,,того,ТО,SPRO n - gen sg,,,"христианского аспекта насчет _того_ , что секс",о,г,о,т,,,SPRO,ТО,S n - gen sg,О
12017,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12018,,что,ЧТО,CONJ,,,"насчет того , _что_ секс нужен только",о,т,ч,,,,CONJ,ЧТО,CONJ,О
12019,,секс,СЕКС,S m inan nom sg,,,"того , что _секс_ нужен только для",с,к,е,с,,,S,СЕКС,S m inan nom sg,С
12020,,нужен,НУЖНЫЙ,A - - sg brev m -,,,", что секс _нужен_ только для рождения",н,е,ж,у,н,,A,НУЖНЫЙ,A - - sg brev m -,Й
12021,,только,ТОЛЬКО,PART,,,что секс нужен _только_ для рождения детей,о,к,ь,л,о,т,PART,ТОЛЬКО,PART,О
12022,,для,ДЛЯ,PR,,,"секс нужен только _для_ рождения детей ,",я,л,д,,,,PR,ДЛЯ,PR,Я
12023,,рождения,РОЖДЕНИЕ,S n inan gen sg,,,"нужен только для _рождения_ детей , секс",я,и,н,е,д,ж,S,РОЖДЕНИЕ,S n inan gen sg,Е
12024,,детей,РЕБЕНОК,S m anim gen pl,,,"только для рождения _детей_ , секс нужен",й,е,т,е,д,,S,РЕБЕНОК,S m anim gen pl,К
12025,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12026,,секс,СЕКС,S m inan nom sg,,,"рождения детей , _секс_ нужен для того",с,к,е,с,,,S,СЕКС,S m inan nom sg,С
12027,,нужен,НУЖНЫЙ,A - - sg brev m -,,,"детей , секс _нужен_ для того ,",н,е,ж,у,н,,A,НУЖНЫЙ,A - - sg brev m -,Й
12028,,для,ДЛЯ,PR,,,", секс нужен _для_ того , чтобы",я,л,д,,,,PR,ДЛЯ,PR,Я
12029,,того,ТО,SPRO n - gen sg,,,"секс нужен для _того_ , чтобы получать",о,г,о,т,,,SPRO,ТО,S n - gen sg,О
12030,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12031,,чтобы,ЧТОБЫ,CONJ,,,"для того , _чтобы_ получать удовольствие .",ы,б,о,т,ч,,CONJ,ЧТОБЫ,CONJ,Ы
12032,,получать,ПОЛУЧАТЬ,V ipf - - inf - -,,,"того , чтобы _получать_ удовольствие .",ь,т,а,ч,у,л,V,ПОЛУЧАТЬ,V ipf - - inf - -,Ь
12033,,удовольствие,УДОВОЛЬСТВИЕ,S n inan acc sg,,,", чтобы получать _удовольствие_ .",е,и,в,т,с,ь,S,УДОВОЛЬСТВИЕ,S n inan acc sg,Е
12034,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12035,,,,,,,,,,,,,,,,,
12036,# sent = 872,,,,,,,,,,,,,,,,
12037,,То есть,То есть,CONJ,,,. _То есть_ если ты делаешь,ь,т,с,е,,о,CONJ,То есть,ADV -,ь
12038,,если,ЕСЛИ,CONJ,,,То есть _если_ ты делаешь что-то,и,л,с,е,,,CONJ,ЕСЛИ,CONJ,И
12039,,ты,ТЫ,SPRO sg 2p - nom,,,"То есть если _ты_ делаешь что-то ,",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12040,,делаешь,ДЕЛАТЬ,V ipf praes sg indic - 2p,,,"То есть если ты _делаешь_ что-то , что",ь,ш,е,а,л,е,V,ДЕЛАТЬ,V ipf praes sg indic - 2p,Ь
12041,,что-то,ЧТО-ТО,SPRO n inan acc sg,,,"если ты делаешь _что-то_ , что вредит",о,т,-,о,т,ч,SPRO,ЧТО-ТО,S n - acc sg,О
12042,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12043,,что,ЧТО,CONJ,,,"делаешь что-то , _что_ вредит другому ,",о,т,ч,,,,CONJ,ЧТО,CONJ,О
12044,,вредит,ВРЕДИТЬ,V ipf praes sg indic - 3p,,,"что-то , что _вредит_ другому , тебе",т,и,д,е,р,в,V,ВРЕДИТЬ,V ipf praes sg indic - 3p,Ь
12045,,другому,ДРУГОЙ!,APRO - dat sg plen m -,,,", что вредит _другому_ , тебе это",у,м,о,г,у,р,A,ДРУГОЙ,A - dat sg plen m -,Й
12046,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12047,,тебе,ТЫ,SPRO sg 2p - dat,,,"вредит другому , _тебе_ это просто возвращается",е,б,е,т,,,SPRO,ТЫ,SPRO sg 2p - dat,Ы
12048,,это,ЭТО,SPRO n - nom sg,,,"другому , тебе _это_ просто возвращается в",о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
12049,,просто,ПРОСТО,PART,,,", тебе это _просто_ возвращается в троекратном",о,т,с,о,р,п,PART,ПРОСТО,PART,О
